date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:34:27	91677/91677	---M--	200	added ('OK')	image/jpeg	etag:%221661d-6074310182c6b%22	https://themesbrand.com/velzon/html/default/assets/images/about.jpg	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/about.jpg	(from https://themesbrand.com/velzon/html/default/job-landing.html)
11:34:28	58198/58198	---M-Z	200	added ('OK')	application/javascript	etag:%22e356-60743102069ce-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/prismjs/prism.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/prismjs/prism.js	(from https://themesbrand.com/velzon/html/default/ui-alerts.html)
11:34:30	24103/24103	---M-Z	200	added ('OK')	application/javascript	etag:%225e27-60743101fbdee-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/masonry-layout/masonry.pkgd.min.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/masonry-layout/masonry.pkgd.min.js	(from https://themesbrand.com/velzon/html/default/ui-cards.html)
11:34:32	1672/1672	---M-Z	200	added ('OK')	application/javascript	etag:%22688-607431019748b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/card.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/card.init.js	(from https://themesbrand.com/velzon/html/default/ui-cards.html)
11:34:33	4909/4909	---M--	200	added ('OK')	image/svg+xml	etag:%22132d-60743101916cb%22	https://themesbrand.com/velzon/html/default/assets/images/svg/bell.svg	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/svg/bell.svg	(from https://themesbrand.com/velzon/html/default/ui-dropdowns.html)
11:34:37	33981/33981	---M--	200	added ('OK')	image/png	etag:%2284bd-607431018c8ab%22	https://themesbrand.com/velzon/html/default/assets/images/modals/success-payment.png	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/modals/success-payment.png	(from https://themesbrand.com/velzon/html/default/ui-modals.html)
11:34:39	30996/30996	---M--	200	added ('OK')	image/png	etag:%227914-607431018c8ab%22	https://themesbrand.com/velzon/html/default/assets/images/modals/login.png	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/modals/login.png	(from https://themesbrand.com/velzon/html/default/ui-modals.html)
11:34:40	65148/65148	---M--	200	added ('OK')	image/png	etag:%22fe7c-607431018c8ab%22	https://themesbrand.com/velzon/html/default/assets/images/modals/subscribe.png	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/modals/subscribe.png	(from https://themesbrand.com/velzon/html/default/ui-modals.html)
11:34:42	29916/29916	---M--	200	added ('OK')	image/png	etag:%2274dc-607431018c8ab%22	https://themesbrand.com/velzon/html/default/assets/images/modals/signup.png	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/modals/signup.png	(from https://themesbrand.com/velzon/html/default/ui-modals.html)
11:34:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2013:10:22%20GMT	https://cdn.lordicon.com/libs/mssddfmo/lord-icon-2.1.0.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/cdn.lordicon.com/libs/mssddfmo/lord-icon-2.1.0.1fc.delayed	(from https://themesbrand.com/velzon/html/default/ui-modals.html)
11:34:43	333606/333606	---MCZ	200	added ('OK')	application/javascript	etag:W/%2251726-18c114281f3%22	https://cdn.lordicon.com/lordicon.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/cdn.lordicon.com/lordicon.js	(from https://themesbrand.com/velzon/html/default/ui-modals.html)
11:34:43	367/367	---M-Z	200	added ('OK')	application/javascript	etag:%2216f-60743101993cb-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/modal.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/modal.init.js	(from https://themesbrand.com/velzon/html/default/ui-modals.html)
11:34:44	239959/239959	---M--	200	added ('OK')	image/jpeg	etag:%223a957-6074310183c0b%22	https://themesbrand.com/velzon/html/default/assets/images/auth-one-bg.jpg	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/auth-one-bg.jpg	(from https://themesbrand.com/velzon/html/default/ui-modals.html)
11:34:46	1464/1464	---M-Z	200	added ('OK')	application/javascript	etag:%225b8-60743101993cb-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/notifications.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/notifications.init.js	(from https://themesbrand.com/velzon/html/default/ui-notifications.html)
11:34:48	278/278	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Dec%202023%2008:34:47%20GMT	https://themesbrand.com/velzon/html/assets/libs/prismjs/prism.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/assets/libs/prismjs/prism.js	(from https://themesbrand.com/velzon/html/default/ui-links.html)
11:34:49	278/278	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Dec%202023%2008:34:48%20GMT	https://themesbrand.com/velzon/html/assets/js/app.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/assets/js/app.js	(from https://themesbrand.com/velzon/html/default/ui-links.html)
11:34:51	4958/4958	---M--	200	added ('OK')	image/png	etag:%22135e-607431019554b%22	https://themesbrand.com/velzon/html/default/assets/images/sweetalert2/success-message.png	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/sweetalert2/success-message.png	(from https://themesbrand.com/velzon/html/default/advance-ui-sweetalerts.html)
11:34:51	4928/4928	---M--	200	added ('OK')	image/png	etag:%221340-607431019554b%22	https://themesbrand.com/velzon/html/default/assets/images/sweetalert2/error-message.png	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/sweetalert2/error-message.png	(from https://themesbrand.com/velzon/html/default/advance-ui-sweetalerts.html)
11:34:52	4879/4879	---M--	200	added ('OK')	image/png	etag:%22130f-607431019554b%22	https://themesbrand.com/velzon/html/default/assets/images/sweetalert2/warning-message.png	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/sweetalert2/warning-message.png	(from https://themesbrand.com/velzon/html/default/advance-ui-sweetalerts.html)
11:34:52	5153/5153	---M--	200	added ('OK')	image/png	etag:%221421-607431019554b%22	https://themesbrand.com/velzon/html/default/assets/images/sweetalert2/join-community.png	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/sweetalert2/join-community.png	(from https://themesbrand.com/velzon/html/default/advance-ui-sweetalerts.html)
11:34:53	5719/5719	---M--	200	added ('OK')	image/png	etag:%221657-607431019554b%22	https://themesbrand.com/velzon/html/default/assets/images/sweetalert2/email-verify.png	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/sweetalert2/email-verify.png	(from https://themesbrand.com/velzon/html/default/advance-ui-sweetalerts.html)
11:34:53	5255/5255	---M--	200	added ('OK')	image/png	etag:%221487-607431019554b%22	https://themesbrand.com/velzon/html/default/assets/images/sweetalert2/notification-message.png	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/sweetalert2/notification-message.png	(from https://themesbrand.com/velzon/html/default/advance-ui-sweetalerts.html)
11:34:54	10520/10520	---M-Z	200	added ('OK')	application/javascript	etag:%222918-607431019a36b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/sweetalerts.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/sweetalerts.init.js	(from https://themesbrand.com/velzon/html/default/advance-ui-sweetalerts.html)
11:34:55	44136/44136	---M-Z	200	added ('OK')	application/javascript	etag:%22ac68-607431020b7ee-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/sortablejs/Sortable.min.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/sortablejs/Sortable.min.js	(from https://themesbrand.com/velzon/html/default/advance-ui-nestable.html)
11:34:57	505/505	---M-Z	200	added ('OK')	application/javascript	etag:%221f9-60743101993cb-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/nestable.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/nestable.init.js	(from https://themesbrand.com/velzon/html/default/advance-ui-nestable.html)
11:34:58	26053/26053	---M-Z	200	added ('OK')	text/css	etag:%2265c5-60743101a9d6c-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/aos/aos.css	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/aos/aos.css	(from https://themesbrand.com/velzon/html/default/advance-ui-animation.html)
11:34:59	8563/8563	---M--	200	added ('OK')	image/png	etag:%222173-607431018c8ab%22	https://themesbrand.com/velzon/html/default/assets/images/mac-img.png	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/mac-img.png	(from https://themesbrand.com/velzon/html/default/advance-ui-animation.html)
11:34:59	14690/14690	---M-Z	200	added ('OK')	application/javascript	etag:%223962-60743101a9d6c-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/aos/aos.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/aos/aos.js	(from https://themesbrand.com/velzon/html/default/advance-ui-animation.html)
11:35:01	48/48	---M--	200	added ('OK')	application/javascript	etag:%2230-60743101964eb%22	https://themesbrand.com/velzon/html/default/assets/js/pages/animation-aos.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/animation-aos.init.js	(from https://themesbrand.com/velzon/html/default/advance-ui-animation.html)
11:35:02	3417/3417	---M-Z	200	added ('OK')	text/css	etag:%22d59-607431020890e-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/shepherd.js/css/shepherd.css	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/shepherd.js/css/shepherd.css	(from https://themesbrand.com/velzon/html/default/advance-ui-tour.html)
11:35:03	44587/44587	---M-Z	200	added ('OK')	application/javascript	etag:%22ae2b-60743102098ae-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/shepherd.js/js/shepherd.min.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/shepherd.js/js/shepherd.min.js	(from https://themesbrand.com/velzon/html/default/advance-ui-tour.html)
11:35:03	1584/1584	---M-Z	200	added ('OK')	application/javascript	etag:%22630-607431019a36b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/tour.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/tour.init.js	(from https://themesbrand.com/velzon/html/default/advance-ui-tour.html)
11:35:04	2939/2939	---M-Z	200	added ('OK')	application/javascript	etag:%22b7b-607431019a36b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/swiper.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/swiper.init.js	(from https://themesbrand.com/velzon/html/default/advance-ui-swiper.html)
11:35:04	14022/14022	---M-Z	200	added ('OK')	application/javascript	etag:%2236c6-607431020890e-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/rater-js/index.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/rater-js/index.js	(from https://themesbrand.com/velzon/html/default/advance-ui-ratings.html)
11:35:05	1749/1749	---M-Z	200	added ('OK')	application/javascript	etag:%226d5-607431019a36b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/rating.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/rating.init.js	(from https://themesbrand.com/velzon/html/default/advance-ui-ratings.html)
11:35:08	130780/130780	---M-Z	200	added ('OK')	application/javascript	etag:%221fedc-60743101f6fcd-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/jsvectormap/maps/us-merc-en.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/jsvectormap/maps/us-merc-en.js	(from https://themesbrand.com/velzon/html/default/widgets.html)
11:35:09	93093/93093	---M--	200	added ('OK')	image/png	etag:%2216ba5-607431019554b%22	https://themesbrand.com/velzon/html/default/assets/images/user-illustarator-1.png	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/user-illustarator-1.png	(from https://themesbrand.com/velzon/html/default/widgets.html)
11:35:10	58666/58666	---M-Z	200	added ('OK')	application/javascript	etag:%22e52a-60743101b494c-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/card/card.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/card/card.js	(from https://themesbrand.com/velzon/html/default/widgets.html)
11:35:10	10875/10875	---M-Z	200	added ('OK')	application/javascript	etag:%222a7b-607431019a36b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/widgets.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/widgets.init.js	(from https://themesbrand.com/velzon/html/default/widgets.html)
11:35:12	9004/9004	---M-Z	200	added ('OK')	text/css	etag:%22232c-60743101a9d6c-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/@simonwep/pickr/themes/classic.min.css	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/@simonwep/pickr/themes/classic.min.css	(from https://themesbrand.com/velzon/html/default/forms-pickers.html)
11:35:13	9118/9118	---M-Z	200	added ('OK')	text/css	etag:%22239e-60743101a9d6c-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/@simonwep/pickr/themes/monolith.min.css	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/@simonwep/pickr/themes/monolith.min.css	(from https://themesbrand.com/velzon/html/default/forms-pickers.html)
11:35:14	9216/9216	---M-Z	200	added ('OK')	text/css	etag:%222400-60743101a9d6c-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/@simonwep/pickr/themes/nano.min.css	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/@simonwep/pickr/themes/nano.min.css	(from https://themesbrand.com/velzon/html/default/forms-pickers.html)
11:35:14	23556/23556	---M-Z	200	added ('OK')	application/javascript	etag:%225c04-60743101a9d6c-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/@simonwep/pickr/pickr.min.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/@simonwep/pickr/pickr.min.js	(from https://themesbrand.com/velzon/html/default/forms-pickers.html)
11:35:15	3788/3788	---M-Z	200	added ('OK')	application/javascript	etag:%22ecc-607431019842b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/form-pickers.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/form-pickers.init.js	(from https://themesbrand.com/velzon/html/default/forms-pickers.html)
11:35:16	1470/1470	---M-Z	200	added ('OK')	application/javascript	etag:%225be-607431019842b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/form-masks.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/form-masks.init.js	(from https://themesbrand.com/velzon/html/default/forms-masks.html)
11:35:16	1290/1290	---M-Z	200	added ('OK')	text/css	etag:%2250a-6074310200c0e-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/multi.js/multi.min.css	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/multi.js/multi.min.css	(from https://themesbrand.com/velzon/html/default/forms-advanced.html)
11:35:17	3093/3093	---M-Z	200	added ('OK')	text/css	etag:%22c15-60743101a9d6c-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/@tarekraafat/autocomplete.js/css/autoComplete.css	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/@tarekraafat/autocomplete.js/css/autoComplete.css	(from https://themesbrand.com/velzon/html/default/forms-advanced.html)
11:35:18	3931/3931	---M-Z	200	added ('OK')	application/javascript	etag:%22f5b-6074310200c0e-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/multi.js/multi.min.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/multi.js/multi.min.js	(from https://themesbrand.com/velzon/html/default/forms-advanced.html)
11:35:18	9088/9088	---M-Z	200	added ('OK')	application/javascript	etag:%222380-60743101a9d6c-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/@tarekraafat/autocomplete.js/autoComplete.min.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/@tarekraafat/autocomplete.js/autoComplete.min.js	(from https://themesbrand.com/velzon/html/default/forms-advanced.html)
11:35:19	1614/1614	---M-Z	200	added ('OK')	application/javascript	etag:%2264e-607431019842b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/form-advanced.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/form-advanced.init.js	(from https://themesbrand.com/velzon/html/default/forms-advanced.html)
11:35:19	3558/3558	---M-Z	200	added ('OK')	application/javascript	etag:%22de6-607431019842b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/flag-input.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/flag-input.init.js	(from https://themesbrand.com/velzon/html/default/forms-advanced.html)
11:35:20	5872/5872	---M-Z	200	added ('OK')	application/javascript	etag:%2216f0-607431019a36b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/range-sliders.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/range-sliders.init.js	(from https://themesbrand.com/velzon/html/default/forms-range-sliders.html)
11:35:21	2238/2238	---M-Z	200	added ('OK')	application/javascript	etag:%228be-607431019842b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/form-wizard.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/form-wizard.init.js	(from https://themesbrand.com/velzon/html/default/forms-wizard.html)
11:35:22	9020/9020	---M-Z	200	added ('OK')	text/css	etag:%22233c-60743102069ce-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/quill/quill.core.css	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/quill/quill.core.css	(from https://themesbrand.com/velzon/html/default/forms-editors.html)
11:35:22	25273/25273	---M-Z	200	added ('OK')	text/css	etag:%2262b9-60743102069ce-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/quill/quill.bubble.css	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/quill/quill.bubble.css	(from https://themesbrand.com/velzon/html/default/forms-editors.html)
11:35:23	24743/24743	---M-Z	200	added ('OK')	text/css	etag:%2260a7-607431020890e-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/quill/quill.snow.css	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/quill/quill.snow.css	(from https://themesbrand.com/velzon/html/default/forms-editors.html)
11:35:24	1024/1024	---M-Z	200	added ('OK')	application/javascript	etag:%22400-607431019842b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/form-editor.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/form-editor.init.js	(from https://themesbrand.com/velzon/html/default/forms-editors.html)
11:35:25	2144/2144	---M--	200	added ('OK')	image/png	etag:%22860-607431018c8ab%22	https://themesbrand.com/velzon/html/default/assets/images/new-document.png	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/new-document.png	(from https://themesbrand.com/velzon/html/default/forms-file-uploads.html)
11:35:25	216333/216333	---M-Z	200	added ('OK')	application/javascript	etag:%2234d0d-60743102069ce-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/quill/quill.min.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/quill/quill.min.js	(from https://themesbrand.com/velzon/html/default/forms-editors.html)
11:35:25	1223/1223	---M-Z	200	added ('OK')	application/javascript	etag:%224c7-607431019842b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/form-file-upload.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/form-file-upload.init.js	(from https://themesbrand.com/velzon/html/default/forms-file-uploads.html)
11:35:26	16264/16264	---M-Z	200	added ('OK')	text/css	etag:W/%223f88-kT+fe5U1rseQyjzp1uNaz682mZM%22	https://cdn.jsdelivr.net/npm/select2@4.1.0-rc.0/dist/css/select2.min.css	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/cdn.jsdelivr.net/npm/select2@4.1.0-rc.0/dist/css/select2.min.css	(from https://themesbrand.com/velzon/html/default/forms-select2.html)
11:35:28	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/code.jquery.com/jquery-3.6.0.min.js	(from https://themesbrand.com/velzon/html/default/forms-select2.html)
11:35:28	73163/73163	---M-Z	200	added ('OK')	application/javascript	etag:W/%2211dcb-beEOdKmS/KFegD2RDRMPgmYxy4Y%22	https://cdn.jsdelivr.net/npm/select2@4.1.0-rc.0/dist/js/select2.min.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/cdn.jsdelivr.net/npm/select2@4.1.0-rc.0/dist/js/select2.min.js	(from https://themesbrand.com/velzon/html/default/forms-select2.html)
11:35:28	1231/1231	---M-Z	200	added ('OK')	application/javascript	etag:%224cf-607431019a36b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/select2.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/select2.init.js	(from https://themesbrand.com/velzon/html/default/forms-select2.html)
11:35:30	10036/10036	---M-Z	200	added ('OK')	application/javascript	etag:%222734-607431019842b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/gridjs.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/gridjs.init.js	(from https://themesbrand.com/velzon/html/default/tables-gridjs.html)
11:35:31	10271/10271	---M-Z	200	added ('OK')	application/javascript	etag:%22281f-607431019842b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/listjs.init.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/listjs.init.js	(from https://themesbrand.com/velzon/html/default/tables-listjs.html)
11:35:31	8144/8144	---M-Z	200	added ('OK')	text/css	etag:%221162576-1fd0-6097a9c44d9f0-gzip%22	https://cdn.datatables.net/1.11.5/css/dataTables.bootstrap5.min.css	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/cdn.datatables.net/1.11.5/css/dataTables.bootstrap5.min.css	(from https://themesbrand.com/velzon/html/default/tables-datatables.html)
11:35:32	4301/4301	---M-Z	200	added ('OK')	text/css	etag:%221421995-10cd-6097aa2088b48-gzip%22	https://cdn.datatables.net/responsive/2.2.9/css/responsive.bootstrap.min.css	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/cdn.datatables.net/responsive/2.2.9/css/responsive.bootstrap.min.css	(from https://themesbrand.com/velzon/html/default/tables-datatables.html)
11:35:32	16075/16075	---M-Z	200	added ('OK')	text/css	etag:%2224e0001-3ecb-6070a1cd9e790-gzip%22	https://cdn.datatables.net/buttons/2.2.2/css/buttons.dataTables.min.css	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/cdn.datatables.net/buttons/2.2.2/css/buttons.dataTables.min.css	(from https://themesbrand.com/velzon/html/default/tables-datatables.html)
11:35:33	88048/88048	---M-Z	200	added ('OK')	application/javascript	etag:%221161135-157f0-6097a9c464538-gzip%22	https://cdn.datatables.net/1.11.5/js/jquery.dataTables.min.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/cdn.datatables.net/1.11.5/js/jquery.dataTables.min.js	(from https://themesbrand.com/velzon/html/default/tables-datatables.html)
11:35:33	4480/4480	---M-Z	200	added ('OK')	application/javascript	etag:%221161443-1180-6097a9c44e5a8-gzip%22	https://cdn.datatables.net/1.11.5/js/dataTables.bootstrap5.min.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/cdn.datatables.net/1.11.5/js/dataTables.bootstrap5.min.js	(from https://themesbrand.com/velzon/html/default/tables-datatables.html)
11:35:33	16849/16849	---M-Z	200	added ('OK')	application/javascript	etag:%2218602ab-41d1-6097aa2090078-gzip%22	https://cdn.datatables.net/responsive/2.2.9/js/dataTables.responsive.min.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/cdn.datatables.net/responsive/2.2.9/js/dataTables.responsive.min.js	(from https://themesbrand.com/velzon/html/default/tables-datatables.html)
11:35:33	25183/25183	---M-Z	200	added ('OK')	application/javascript	etag:%2224e0020-625f-6097a9e7da738-gzip%22	https://cdn.datatables.net/buttons/2.2.2/js/dataTables.buttons.min.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/cdn.datatables.net/buttons/2.2.2/js/dataTables.buttons.min.js	(from https://themesbrand.com/velzon/html/default/tables-datatables.html)
11:35:34	2514/2514	---M-Z	200	added ('OK')	application/javascript	etag:%2224e001c-9d2-6097a9e7da738-gzip%22	https://cdn.datatables.net/buttons/2.2.2/js/buttons.print.min.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/cdn.datatables.net/buttons/2.2.2/js/buttons.print.min.js	(from https://themesbrand.com/velzon/html/default/tables-datatables.html)
11:35:34	25103/25103	---M-Z	200	added ('OK')	application/javascript	etag:%2224e090d-620f-6097a9e7da350-gzip%22	https://cdn.datatables.net/buttons/2.2.2/js/buttons.html5.min.js	D:/BOOTSTRAP%20TEMPLATE/Admin%20Template/cdn.datatables.net/buttons/2.2.2/js/buttons.html5.min.js	(from https://themesbrand.com/velzon/html/default/tables-datatables.html)
